Algorithm,DOI,Authors,Number of Authors,Title,Year,URL,Algorithm Name,Time Complexity Class
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.8
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.78
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.52
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.518
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.495
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.48
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.372
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.373
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.371
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.3728596
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.807
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.8
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.78
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.52
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.518
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.495
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.48
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.372
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.373
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.371
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.3728596
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.807
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.8
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.78
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.52
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.518
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.495
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.48
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.372
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.373
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.371
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.3728596
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.807
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.8
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.78
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.52
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.518
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.495
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.48
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.372
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.373
"Aho, Garey & Ullman",10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],1972.0,http://epubs.siam.org/doi/10.1137/0201008,"Aho, Garey & Ullman",5.371
"Gries, Martin",10.1016/0167-6423(89)90039-7,"['David Gries', 'Alain J. Martin', 'Jan L.A. van de Snepscheut', 'Jan Tijmen Udding']",4,['An algorithm for transitive reduction of an acyclic graph'],1989.0,https://linkinghub.elsevier.com/retrieve/pii/0167642389900397,"Gries, Martin",6.0
"Rivin, Zabih",10.1016/0020-0190(92)90168-u,"['Igor Rivin', 'Ramin Zabih']",2,['A dynamic programming solution to the n-queens problem'],1992.0,https://linkinghub.elsevier.com/retrieve/pii/002001909290168U,"Rivin, Zabih",8.0
RC5,10.1007/3-540-60590-8_7,['Ronald L. Rivest'],1,['The RC5 encryption algorithm'],1995.0,http://link.springer.com/10.1007/3-540-60590-8_7,RC5,3.0
Rijndael / AES,10.1007/10721064,"['Jean-Jacques Quisquater', 'Bruce Schneier']",2,['Smart Card Research and Applications'],2006.0,http://link.springer.com/10.1007/10721064,Rijndael / AES,3.0
Blowfish,10.1007/3-540-58108-1_24,['Bruce Schneier'],1,"['Description of a new variable-length key, 64-bit block cipher (Blowfish)']",1994.0,http://link.springer.com/10.1007/3-540-58108-1_24,Blowfish,3.0
Higham,10.1093/imanum/8.4.473,['NICHOLAS J. HIGHAM'],1,['Fast Solution of Vandermonde-Like Systems Involving Orthogonal Polynomials'],1988.0,https://academic.oup.com/imajna/article-lookup/doi/10.1093/imanum/8.4.473,Higham,5.0
"Calvetti, Reichel",10.1007/BF01990529,"['D. Calvetti', 'L. Reichel']",2,['Fast inversion of vandermonde-like matrices involving orthogonal polynomials'],1993.0,http://link.springer.com/10.1007/BF01990529,"Calvetti, Reichel",5.0
"Sthele, Zimmermann",10.1007/b98210,['Duncan Buell'],1,['Algorithmic Number Theory'],2010.0,https://link.springer.com/10.1007/b98210,"Sthele, Zimmermann",4.011
ARIES,10.1145/128765.128770,"['C. Mohan', 'Don Haderle', 'Bruce Lindsay', 'Hamid Pirahesh', 'Peter Schwarz']",5,['ARIES'],1992.0,https://dl.acm.org/doi/10.1145/128765.128770,ARIES,3.0
